Année;Polluant;Fuel;Emissions;Type de véhicule
1993;PM10;Essence;0.97;Deux roues
1994;PM10;Essence;0.81;Deux roues
1995;PM10;Essence;0.68;Deux roues
1996;PM10;Essence;0.66;Deux roues
1997;PM10;Essence;0.78;Deux roues
1998;PM10;Essence;0.93;Deux roues
1999;PM10;Essence;0.92;Deux roues
2000;PM10;Essence;0.93;Deux roues
2001;PM10;Essence;0.91;Deux roues
2002;PM10;Essence;0.9;Deux roues
2003;PM10;Essence;0.8;Deux roues
2004;PM10;Essence;0.76;Deux roues
2005;PM10;Essence;0.69;Deux roues
2006;PM10;Essence;0.62;Deux roues
2007;PM10;Essence;0.58;Deux roues
2008;PM10;Essence;0.56;Deux roues
2009;PM10;Essence;0.56;Deux roues
1990;PM2,5;Essence;0.86;Deux roues
1991;PM2,5;Essence;0.81;Deux roues
1992;PM2,5;Essence;0.79;Deux roues
1993;PM2,5;Essence;0.94;Deux roues
1994;PM2,5;Essence;0.78;Deux roues
1995;PM2,5;Essence;0.65;Deux roues
1996;PM2,5;Essence;0.63;Deux roues
1997;PM2,5;Essence;0.75;Deux roues
1998;PM2,5;Essence;0.89;Deux roues
1999;PM2,5;Essence;0.88;Deux roues
2000;PM2,5;Essence;0.88;Deux roues
2001;PM2,5;Essence;0.86;Deux roues
2002;PM2,5;Essence;0.84;Deux roues
2003;PM2,5;Essence;0.74;Deux roues
2004;PM2,5;Essence;0.7;Deux roues
2005;PM2,5;Essence;0.63;Deux roues
2006;PM2,5;Essence;0.55;Deux roues
2007;PM2,5;Essence;0.51;Deux roues
2008;PM2,5;Essence;0.49;Deux roues
2009;PM2,5;Essence;0.48;Deux roues
1990;PM1;Essence;0.62;Deux roues
1991;PM1;Essence;0.59;Deux roues
1992;PM1;Essence;0.57;Deux roues
1993;PM1;Essence;0.68;Deux roues
1994;PM1;Essence;0.56;Deux roues
1995;PM1;Essence;0.47;Deux roues
1996;PM1;Essence;0.46;Deux roues
1997;PM1;Essence;0.54;Deux roues
1998;PM1;Essence;0.64;Deux roues
1999;PM1;Essence;0.63;Deux roues
2000;PM1;Essence;0.63;Deux roues
2001;PM1;Essence;0.61;Deux roues
2002;PM1;Essence;0.59;Deux roues
2003;PM1;Essence;0.52;Deux roues
2004;PM1;Essence;0.48;Deux roues
2005;PM1;Essence;0.43;Deux roues
2006;PM1;Essence;0.37;Deux roues
2007;PM1;Essence;0.34;Deux roues
2008;PM1;Essence;0.31;Deux roues
2009;PM1;Essence;0.3;Deux roues
1990;BC;Essence;0.09;Deux roues
1991;BC;Essence;0.09;Deux roues
1992;BC;Essence;0.09;Deux roues
1993;BC;Essence;0.1;Deux roues
1994;BC;Essence;0.08;Deux roues
1995;BC;Essence;0.07;Deux roues
1996;BC;Essence;0.07;Deux roues
1997;BC;Essence;0.08;Deux roues
1998;BC;Essence;0.1;Deux roues
1999;BC;Essence;0.1;Deux roues
2000;BC;Essence;0.1;Deux roues
2001;BC;Essence;0.11;Deux roues
2002;BC;Essence;0.11;Deux roues
2003;BC;Essence;0.1;Deux roues
2004;BC;Essence;0.1;Deux roues
2005;BC;Essence;0.1;Deux roues
2006;BC;Essence;0.09;Deux roues
2007;BC;Essence;0.09;Deux roues
2008;BC;Essence;0.09;Deux roues
2009;BC;Essence;0.09;Deux roues
1990;du;Essence;0.0;Deux roues
1991;du;Essence;0.0;Deux roues
1992;du;Essence;0.0;Deux roues
1993;du;Essence;0.01;Deux roues
1994;du;Essence;0.01;Deux roues
1995;du;Essence;0.0;Deux roues
1996;du;Essence;0.0;Deux roues
1997;du;Essence;0.01;Deux roues
1998;du;Essence;0.01;Deux roues
1999;du;Essence;0.01;Deux roues
2000;du;Essence;0.01;Deux roues
2001;du;Essence;0.01;Deux roues
2002;du;Essence;0.01;Deux roues
2003;du;Essence;0.01;Deux roues
2004;du;Essence;0.01;Deux roues
2005;du;Essence;0.01;Deux roues
2006;du;Essence;0.01;Deux roues
2007;du;Essence;0.01;Deux roues
2008;du;Essence;0.01;Deux roues
2009;du;Essence;0.01;Deux roues
1990;Cd;Essence;0.02;Deux roues
1991;Cd;Essence;0.02;Deux roues
1992;Cd;Essence;0.02;Deux roues
1993;Cd;Essence;0.02;Deux roues
1994;Cd;Essence;0.02;Deux roues
1995;Cd;Essence;0.01;Deux roues
1996;Cd;Essence;0.01;Deux roues
1997;Cd;Essence;0.01;Deux roues
1998;Cd;Essence;0.02;Deux roues
1999;Cd;Essence;0.02;Deux roues
2000;Cd;Essence;0.02;Deux roues
2001;Cd;Essence;0.02;Deux roues
2002;Cd;Essence;0.02;Deux roues
2003;Cd;Essence;0.02;Deux roues
2004;Cd;Essence;0.02;Deux roues
2005;Cd;Essence;0.02;Deux roues
2006;Cd;Essence;0.02;Deux roues
2007;Cd;Essence;0.02;Deux roues
2008;Cd;Essence;0.02;Deux roues
2009;Cd;Essence;0.02;Deux roues
1990;Cr;Essence;0.02;Deux roues
1991;Cr;Essence;0.02;Deux roues
1992;Cr;Essence;0.02;Deux roues
1993;Cr;Essence;0.02;Deux roues
1994;Cr;Essence;0.02;Deux roues
1995;Cr;Essence;0.02;Deux roues
1996;Cr;Essence;0.01;Deux roues
1997;Cr;Essence;0.02;Deux roues
1998;Cr;Essence;0.02;Deux roues
1999;Cr;Essence;0.02;Deux roues
2000;Cr;Essence;0.02;Deux roues
2001;Cr;Essence;0.02;Deux roues
2002;Cr;Essence;0.02;Deux roues
2003;Cr;Essence;0.02;Deux roues
2004;Cr;Essence;0.02;Deux roues
2005;Cr;Essence;0.02;Deux roues
2006;Cr;Essence;0.02;Deux roues
2007;Cr;Essence;0.02;Deux roues
2008;Cr;Essence;0.03;Deux roues
2009;Cr;Essence;0.03;Deux roues
1990;Cu;Essence;0.97;Deux roues
1991;Cu;Essence;0.94;Deux roues
1992;Cu;Essence;0.93;Deux roues
1993;Cu;Essence;1.1;Deux roues
1994;Cu;Essence;0.94;Deux roues
1995;Cu;Essence;0.8;Deux roues
1996;Cu;Essence;0.79;Deux roues
1997;Cu;Essence;0.95;Deux roues
1998;Cu;Essence;1.1;Deux roues
1999;Cu;Essence;1.2;Deux roues
2000;Cu;Essence;1.3;Deux roues
2001;Cu;Essence;1.4;Deux roues
2002;Cu;Essence;1.5;Deux roues
2003;Cu;Essence;1.5;Deux roues
2004;Cu;Essence;1.6;Deux roues
2005;Cu;Essence;1.7;Deux roues
2006;Cu;Essence;1.8;Deux roues
2007;Cu;Essence;1.8;Deux roues
2008;Cu;Essence;1.9;Deux roues
2009;Cu;Essence;2.1;Deux roues
1990;Pb;Essence;40.0;Deux roues
1991;Pb;Essence;27.0;Deux roues
1992;Pb;Essence;19.0;Deux roues
1993;Pb;Essence;22.0;Deux roues
1994;Pb;Essence;17.0;Deux roues
1995;Pb;Essence;14.0;Deux roues
1996;Pb;Essence;12.0;Deux roues
1997;Pb;Essence;14.0;Deux roues
1998;Pb;Essence;15.0;Deux roues
1999;Pb;Essence;12.0;Deux roues
2000;Pb;Essence;0.78;Deux roues
2001;Pb;Essence;0.65;Deux roues
2002;Pb;Essence;0.71;Deux roues
2003;Pb;Essence;0.72;Deux roues
2004;Pb;Essence;0.77;Deux roues
2005;Pb;Essence;0.8;Deux roues
2006;Pb;Essence;0.83;Deux roues
2007;Pb;Essence;0.84;Deux roues
2008;Pb;Essence;0.91;Deux roues
2009;Pb;Essence;0.99;Deux roues
1990;Zn;Essence;4.7;Deux roues
1991;Zn;Essence;4.4;Deux roues
1992;Zn;Essence;4.3;Deux roues
1993;Zn;Essence;5.0;Deux roues
1994;Zn;Essence;4.2;Deux roues
1995;Zn;Essence;3.5;Deux roues
1996;Zn;Essence;3.4;Deux roues
1997;Zn;Essence;4.0;Deux roues
1998;Zn;Essence;4.7;Deux roues
1999;Zn;Essence;4.7;Deux roues
2000;Zn;Essence;4.9;Deux roues
2001;Zn;Essence;5.2;Deux roues
2002;Zn;Essence;5.4;Deux roues
2003;Zn;Essence;5.3;Deux roues
2004;Zn;Essence;5.4;Deux roues
2005;Zn;Essence;5.5;Deux roues
2006;Zn;Essence;5.4;Deux roues
2007;Zn;Essence;5.5;Deux roues
2008;Zn;Essence;5.8;Deux roues
2009;Zn;Essence;6.2;Deux roues
1990;HAP;Essence;0.02;Deux roues
1991;HAP;Essence;0.02;Deux roues
1992;HAP;Essence;0.02;Deux roues
1993;HAP;Essence;0.02;Deux roues
1994;HAP;Essence;0.02;Deux roues
1995;HAP;Essence;0.02;Deux roues
1996;HAP;Essence;0.02;Deux roues
1997;HAP;Essence;0.02;Deux roues
1998;HAP;Essence;0.02;Deux roues
1999;HAP;Essence;0.03;Deux roues
2000;HAP;Essence;0.03;Deux roues
2001;HAP;Essence;0.03;Deux roues
2002;HAP;Essence;0.03;Deux roues
2003;HAP;Essence;0.03;Deux roues
2004;HAP;Essence;0.04;Deux roues
2005;HAP;Essence;0.04;Deux roues
2006;HAP;Essence;0.04;Deux roues
2007;HAP;Essence;0.04;Deux roues
2008;HAP;Essence;0.04;Deux roues
2009;HAP;Essence;0.05;Deux roues
1990;PCDD-F;Essence;0.2;Deux roues
1991;PCDD-F;Essence;0.19;Deux roues
1992;PCDD-F;Essence;0.2;Deux roues
1993;PCDD-F;Essence;0.24;Deux roues
1994;PCDD-F;Essence;0.21;Deux roues
1995;PCDD-F;Essence;0.18;Deux roues
1996;PCDD-F;Essence;0.18;Deux roues
1997;PCDD-F;Essence;0.22;Deux roues
1998;PCDD-F;Essence;0.27;Deux roues
1999;PCDD-F;Essence;0.28;Deux roues
2000;PCDD-F;Essence;0.3;Deux roues
2001;PCDD-F;Essence;0.34;Deux roues
2002;PCDD-F;Essence;0.37;Deux roues
2003;PCDD-F;Essence;0.38;Deux roues
2004;PCDD-F;Essence;0.41;Deux roues
2005;PCDD-F;Essence;0.43;Deux roues
2006;PCDD-F;Essence;0.43;Deux roues
2007;PCDD-F;Essence;0.42;Deux roues
2008;PCDD-F;Essence;0.41;Deux roues
2009;PCDD-F;Essence;0.4;Deux roues
1990;SO2;Essence;0.43;Deux roues
1991;SO2;Essence;0.41;Deux roues
1992;SO2;Essence;0.41;Deux roues
1993;SO2;Essence;0.51;Deux roues
1994;SO2;Essence;0.44;Deux roues
1995;SO2;Essence;0.32;Deux roues
1996;SO2;Essence;0.3;Deux roues
1997;SO2;Essence;0.36;Deux roues
1998;SO2;Essence;0.43;Deux roues
1999;SO2;Essence;0.3;Deux roues
2000;SO2;Essence;0.1;Deux roues
2001;SO2;Essence;0.11;Deux roues
2002;SO2;Essence;0.12;Deux roues
2003;SO2;Essence;0.12;Deux roues
2004;SO2;Essence;0.13;Deux roues
2005;SO2;Essence;0.045;Deux roues
2006;SO2;Essence;0.045;Deux roues
2007;SO2;Essence;0.047;Deux roues
2008;SO2;Essence;0.05;Deux roues
2009;SO2;Essence;0.011000000000000001;Deux roues
1990;Ni;Essence;0.02;Deux roues
1991;Ni;Essence;0.02;Deux roues
1992;Ni;Essence;0.02;Deux roues
1993;Ni;Essence;0.02;Deux roues
1994;Ni;Essence;0.02;Deux roues
1995;Ni;Essence;0.02;Deux roues
1996;Ni;Essence;0.02;Deux roues
1997;Ni;Essence;0.02;Deux roues
1998;Ni;Essence;0.02;Deux roues
1999;Ni;Essence;0.02;Deux roues
2000;Ni;Essence;0.02;Deux roues
2001;Ni;Essence;0.02;Deux roues
2002;Ni;Essence;0.03;Deux roues
2003;Ni;Essence;0.03;Deux roues
2004;Ni;Essence;0.03;Deux roues
2005;Ni;Essence;0.03;Deux roues
2006;Ni;Essence;0.03;Deux roues
2007;Ni;Essence;0.03;Deux roues
2008;Ni;Essence;0.03;Deux roues
2009;Ni;Essence;0.03;Deux roues
1990;benzène;Essence;0.0;Deux roues
1991;benzène;Essence;0.0;Deux roues
1992;benzène;Essence;0.0;Deux roues
1993;benzène;Essence;0.0;Deux roues
1994;benzène;Essence;0.0;Deux roues
1995;benzène;Essence;0.0;Deux roues
1996;benzène;Essence;0.0;Deux roues
1997;benzène;Essence;0.0;Deux roues
1998;benzène;Essence;0.0;Deux roues
1999;benzène;Essence;0.0;Deux roues
2000;benzène;Essence;1138.0;Deux roues
2001;benzène;Essence;1150.0;Deux roues
2002;benzène;Essence;1160.0;Deux roues
2003;benzène;Essence;1081.0;Deux roues
2004;benzène;Essence;1105.0;Deux roues
2005;benzène;Essence;1067.0;Deux roues
2006;benzène;Essence;986.0;Deux roues
2007;benzène;Essence;924.0;Deux roues
2008;benzène;Essence;895.0;Deux roues
2009;benzène;Essence;880.0;Deux roues
1990;NOx;Diesel;0.0;Deux roues
1991;NOx;Diesel;0.0;Deux roues
1992;NOx;Diesel;0.04;Deux roues
1993;NOx;Diesel;0.11;Deux roues
1994;NOx;Diesel;0.17;Deux roues
1995;NOx;Diesel;0.22;Deux roues
1996;NOx;Diesel;0.27;Deux roues
1997;NOx;Diesel;0.32;Deux roues
1998;NOx;Diesel;0.36;Deux roues
1999;NOx;Diesel;0.39;Deux roues
2000;NOx;Diesel;0.42;Deux roues
2001;NOx;Diesel;0.43;Deux roues
2002;NOx;Diesel;0.44;Deux roues
2003;NOx;Diesel;0.44;Deux roues
2004;NOx;Diesel;0.44;Deux roues
2005;NOx;Diesel;0.45;Deux roues
2006;NOx;Diesel;0.48;Deux roues
2007;NOx;Diesel;0.52;Deux roues
2008;NOx;Diesel;0.57;Deux roues
2009;NOx;Diesel;0.63;Deux roues
1990;COVNM;Diesel;0.0;Deux roues
1991;COVNM;Diesel;0.0;Deux roues
1992;COVNM;Diesel;0.0;Deux roues
1993;COVNM;Diesel;0.02;Deux roues
1994;COVNM;Diesel;0.03;Deux roues
1995;COVNM;Diesel;0.04;Deux roues
1996;COVNM;Diesel;0.05;Deux roues
1997;COVNM;Diesel;0.06;Deux roues
1998;COVNM;Diesel;0.07;Deux roues
1999;COVNM;Diesel;0.07;Deux roues
2000;COVNM;Diesel;0.08;Deux roues
2001;COVNM;Diesel;0.08;Deux roues
2002;COVNM;Diesel;0.08;Deux roues
2003;COVNM;Diesel;0.08;Deux roues
2004;COVNM;Diesel;0.08;Deux roues
2005;COVNM;Diesel;0.08;Deux roues
2006;COVNM;Diesel;0.09;Deux roues
2007;COVNM;Diesel;0.1;Deux roues
2008;COVNM;Diesel;0.11;Deux roues
2009;COVNM;Diesel;0.12;Deux roues
1990;CO;Diesel;0.0;Deux roues
1991;CO;Diesel;0.0;Deux roues
1992;CO;Diesel;0.046;Deux roues
1993;CO;Diesel;0.12;Deux roues
1994;CO;Diesel;0.19;Deux roues
1995;CO;Diesel;0.25;Deux roues
1996;CO;Diesel;0.31;Deux roues
1997;CO;Diesel;0.37;Deux roues
1998;CO;Diesel;0.41;Deux roues
1999;CO;Diesel;0.45;Deux roues
2000;CO;Diesel;0.47;Deux roues
2001;CO;Diesel;0.49;Deux roues
2002;CO;Diesel;0.5;Deux roues
2003;CO;Diesel;0.5;Deux roues
2004;CO;Diesel;0.5;Deux roues
2005;CO;Diesel;0.51;Deux roues
2006;CO;Diesel;0.54;Deux roues
2007;CO;Diesel;0.59;Deux roues
2008;CO;Diesel;0.65;Deux roues
2009;CO;Diesel;0.71;Deux roues
1990;PM10;Diesel;0.0;Deux roues
1991;PM10;Diesel;0.0;Deux roues
1992;PM10;Diesel;0.01;Deux roues
1993;PM10;Diesel;0.03;Deux roues
1994;PM10;Diesel;0.05;Deux roues
1995;PM10;Diesel;0.07;Deux roues
1996;PM10;Diesel;0.09;Deux roues
1997;PM10;Diesel;0.1;Deux roues
1998;PM10;Diesel;0.12;Deux roues
1999;PM10;Diesel;0.12;Deux roues
2000;PM10;Diesel;0.13;Deux roues
2001;PM10;Diesel;0.12;Deux roues
2002;PM10;Diesel;0.12;Deux roues
2003;PM10;Diesel;0.11;Deux roues
2004;PM10;Diesel;0.11;Deux roues
2005;PM10;Diesel;0.1;Deux roues
2006;PM10;Diesel;0.1;Deux roues
2007;PM10;Diesel;0.11;Deux roues
2008;PM10;Diesel;0.12;Deux roues
2009;PM10;Diesel;0.13;Deux roues
1990;PM2,5;Diesel;0.0;Deux roues
1991;PM2,5;Diesel;0.0;Deux roues
1992;PM2,5;Diesel;0.01;Deux roues
1993;PM2,5;Diesel;0.03;Deux roues
1994;PM2,5;Diesel;0.05;Deux roues
1995;PM2,5;Diesel;0.07;Deux roues
1996;PM2,5;Diesel;0.09;Deux roues
1997;PM2,5;Diesel;0.1;Deux roues
1998;PM2,5;Diesel;0.11;Deux roues
1999;PM2,5;Diesel;0.12;Deux roues
2000;PM2,5;Diesel;0.12;Deux roues
2001;PM2,5;Diesel;0.12;Deux roues
2002;PM2,5;Diesel;0.12;Deux roues
2003;PM2,5;Diesel;0.11;Deux roues
2004;PM2,5;Diesel;0.1;Deux roues
2005;PM2,5;Diesel;0.1;Deux roues
2006;PM2,5;Diesel;0.1;Deux roues
2007;PM2,5;Diesel;0.1;Deux roues
2008;PM2,5;Diesel;0.11;Deux roues
2009;PM2,5;Diesel;0.12;Deux roues
1990;PM1;Diesel;0.0;Deux roues
1991;PM1;Diesel;0.0;Deux roues
1992;PM1;Diesel;0.01;Deux roues
1993;PM1;Diesel;0.03;Deux roues
1994;PM1;Diesel;0.05;Deux roues
1995;PM1;Diesel;0.06;Deux roues
1996;PM1;Diesel;0.08;Deux roues
1997;PM1;Diesel;0.09;Deux roues
1998;PM1;Diesel;0.1;Deux roues
1999;PM1;Diesel;0.11;Deux roues
2000;PM1;Diesel;0.11;Deux roues
2001;PM1;Diesel;0.11;Deux roues
2002;PM1;Diesel;0.11;Deux roues
2003;PM1;Diesel;0.1;Deux roues
2004;PM1;Diesel;0.09;Deux roues
2005;PM1;Diesel;0.09;Deux roues
2006;PM1;Diesel;0.09;Deux roues
2007;PM1;Diesel;0.09;Deux roues
2008;PM1;Diesel;0.1;Deux roues
2009;PM1;Diesel;0.11;Deux roues
1990;BC;Diesel;0.0;Deux roues
1991;BC;Diesel;0.0;Deux roues
1992;BC;Diesel;0.0;Deux roues
1993;BC;Diesel;0.0;Deux roues
1994;BC;Diesel;0.0;Deux roues
1995;BC;Diesel;0.01;Deux roues
1996;BC;Diesel;0.01;Deux roues
1997;BC;Diesel;0.01;Deux roues
1998;BC;Diesel;0.02;Deux roues
1999;BC;Diesel;0.02;Deux roues
2000;BC;Diesel;0.02;Deux roues
2001;BC;Diesel;0.02;Deux roues
2002;BC;Diesel;0.02;Deux roues
2003;BC;Diesel;0.02;Deux roues
2004;BC;Diesel;0.02;Deux roues
2005;BC;Diesel;0.02;Deux roues
2006;BC;Diesel;0.02;Deux roues
2007;BC;Diesel;0.02;Deux roues
2008;BC;Diesel;0.03;Deux roues
2009;BC;Diesel;0.03;Deux roues
1990;du;Diesel;0.0;Deux roues
1991;du;Diesel;0.0;Deux roues
1992;du;Diesel;0.0;Deux roues
1993;du;Diesel;0.0;Deux roues
1994;du;Diesel;0.0;Deux roues
1995;du;Diesel;0.0;Deux roues
1996;du;Diesel;0.0;Deux roues
1997;du;Diesel;0.0;Deux roues
1998;du;Diesel;0.0;Deux roues
1999;du;Diesel;0.0;Deux roues
2000;du;Diesel;0.0;Deux roues
2001;du;Diesel;0.0;Deux roues
2002;du;Diesel;0.0;Deux roues
2003;du;Diesel;0.0;Deux roues
2004;du;Diesel;0.0;Deux roues
2005;du;Diesel;0.0;Deux roues
2006;du;Diesel;0.0;Deux roues
2007;du;Diesel;0.0;Deux roues
2008;du;Diesel;0.0;Deux roues
2009;du;Diesel;0.0;Deux roues
1990;Cd;Diesel;0.0;Deux roues
1991;Cd;Diesel;0.0;Deux roues
1992;Cd;Diesel;0.0;Deux roues
1993;Cd;Diesel;0.0;Deux roues
1994;Cd;Diesel;0.0;Deux roues
1995;Cd;Diesel;0.0;Deux roues
1996;Cd;Diesel;0.0;Deux roues
1997;Cd;Diesel;0.0;Deux roues
1998;Cd;Diesel;0.0;Deux roues
1999;Cd;Diesel;0.0;Deux roues
2000;Cd;Diesel;0.0;Deux roues
2001;Cd;Diesel;0.0;Deux roues
2002;Cd;Diesel;0.0;Deux roues
2003;Cd;Diesel;0.0;Deux roues
2004;Cd;Diesel;0.0;Deux roues
2005;Cd;Diesel;0.0;Deux roues
2006;Cd;Diesel;0.0;Deux roues
2007;Cd;Diesel;0.0;Deux roues
2008;Cd;Diesel;0.0;Deux roues
2009;Cd;Diesel;0.0;Deux roues
1990;Cr;Diesel;0.0;Deux roues
1991;Cr;Diesel;0.0;Deux roues
1992;Cr;Diesel;0.0;Deux roues
1993;Cr;Diesel;0.0;Deux roues
1994;Cr;Diesel;0.0;Deux roues
1995;Cr;Diesel;0.0;Deux roues
1996;Cr;Diesel;0.0;Deux roues
1997;Cr;Diesel;0.0;Deux roues
1998;Cr;Diesel;0.0;Deux roues
1999;Cr;Diesel;0.0;Deux roues
2000;Cr;Diesel;0.0;Deux roues
2001;Cr;Diesel;0.0;Deux roues
2002;Cr;Diesel;0.0;Deux roues
2003;Cr;Diesel;0.0;Deux roues
2004;Cr;Diesel;0.0;Deux roues
2005;Cr;Diesel;0.0;Deux roues
2006;Cr;Diesel;0.0;Deux roues
2007;Cr;Diesel;0.0;Deux roues
2008;Cr;Diesel;0.0;Deux roues
2009;Cr;Diesel;0.0;Deux roues
1990;Cu;Diesel;0.0;Deux roues
1991;Cu;Diesel;0.0;Deux roues
1992;Cu;Diesel;0.01;Deux roues
1993;Cu;Diesel;0.02;Deux roues
1994;Cu;Diesel;0.03;Deux roues
1995;Cu;Diesel;0.04;Deux roues
1996;Cu;Diesel;0.05;Deux roues
1997;Cu;Diesel;0.06;Deux roues
1998;Cu;Diesel;0.07;Deux roues
1999;Cu;Diesel;0.07;Deux roues
2000;Cu;Diesel;0.08;Deux roues
2001;Cu;Diesel;0.08;Deux roues
2002;Cu;Diesel;0.08;Deux roues
2003;Cu;Diesel;0.08;Deux roues
2004;Cu;Diesel;0.08;Deux roues
2005;Cu;Diesel;0.08;Deux roues
2006;Cu;Diesel;0.09;Deux roues
2007;Cu;Diesel;0.1;Deux roues
2008;Cu;Diesel;0.11;Deux roues
2009;Cu;Diesel;0.12;Deux roues
1990;Pb;Diesel;0.0;Deux roues
1991;Pb;Diesel;0.0;Deux roues
1992;Pb;Diesel;0.0;Deux roues
1993;Pb;Diesel;0.0;Deux roues
1994;Pb;Diesel;0.0;Deux roues
1995;Pb;Diesel;0.0;Deux roues
1996;Pb;Diesel;0.0;Deux roues
1997;Pb;Diesel;0.0;Deux roues
1998;Pb;Diesel;0.0;Deux roues
1999;Pb;Diesel;0.0;Deux roues
2000;Pb;Diesel;0.0;Deux roues
2001;Pb;Diesel;0.0;Deux roues
2002;Pb;Diesel;0.0;Deux roues
2003;Pb;Diesel;0.0;Deux roues
2004;Pb;Diesel;0.0;Deux roues
2005;Pb;Diesel;0.0;Deux roues
2006;Pb;Diesel;0.04;Deux roues
2007;Pb;Diesel;0.04;Deux roues
2008;Pb;Diesel;0.05;Deux roues
2009;Pb;Diesel;0.06;Deux roues
1990;Zn;Diesel;0.0;Deux roues
1991;Zn;Diesel;0.0;Deux roues
1992;Zn;Diesel;0.0;Deux roues
1993;Zn;Diesel;0.027000000000000003;Deux roues
1994;Zn;Diesel;0.040999999999999995;Deux roues
1995;Zn;Diesel;0.055;Deux roues
1996;Zn;Diesel;0.068;Deux roues
1997;Zn;Diesel;0.08;Deux roues
1998;Zn;Diesel;0.09;Deux roues
1999;Zn;Diesel;0.098;Deux roues
2000;Zn;Diesel;0.1;Deux roues
2001;Zn;Diesel;0.11;Deux roues
2002;Zn;Diesel;0.11;Deux roues
2003;Zn;Diesel;0.11;Deux roues
2004;Zn;Diesel;0.11;Deux roues
2005;Zn;Diesel;0.11;Deux roues
2006;Zn;Diesel;0.12;Deux roues
2007;Zn;Diesel;0.13;Deux roues
2008;Zn;Diesel;0.14;Deux roues
2009;Zn;Diesel;0.16;Deux roues
1990;HAP;Diesel;0.0;Deux roues
1991;HAP;Diesel;0.0;Deux roues
1992;HAP;Diesel;0.0;Deux roues
1993;HAP;Diesel;0.0;Deux roues
1994;HAP;Diesel;0.0;Deux roues
1995;HAP;Diesel;0.0;Deux roues
1996;HAP;Diesel;0.0;Deux roues
1997;HAP;Diesel;0.0;Deux roues
1998;HAP;Diesel;0.0;Deux roues
1999;HAP;Diesel;0.0;Deux roues
2000;HAP;Diesel;0.0;Deux roues
2001;HAP;Diesel;0.0;Deux roues
2002;HAP;Diesel;0.0;Deux roues
2003;HAP;Diesel;0.0;Deux roues
2004;HAP;Diesel;0.0;Deux roues
2005;HAP;Diesel;0.0;Deux roues
2006;HAP;Diesel;0.0;Deux roues
2007;HAP;Diesel;0.0;Deux roues
2008;HAP;Diesel;0.0;Deux roues
2009;HAP;Diesel;0.0;Deux roues
1990;PCDD-F;Diesel;0.0;Deux roues
1991;PCDD-F;Diesel;0.0;Deux roues
1992;PCDD-F;Diesel;0.0;Deux roues
1993;PCDD-F;Diesel;0.0;Deux roues
1994;PCDD-F;Diesel;0.01;Deux roues
1995;PCDD-F;Diesel;0.02;Deux roues
1996;PCDD-F;Diesel;0.02;Deux roues
1997;PCDD-F;Diesel;0.02;Deux roues
1998;PCDD-F;Diesel;0.03;Deux roues
1999;PCDD-F;Diesel;0.03;Deux roues
2000;PCDD-F;Diesel;0.03;Deux roues
2001;PCDD-F;Diesel;0.03;Deux roues
2002;PCDD-F;Diesel;0.03;Deux roues
2003;PCDD-F;Diesel;0.03;Deux roues
2004;PCDD-F;Diesel;0.03;Deux roues
2005;PCDD-F;Diesel;0.03;Deux roues
2006;PCDD-F;Diesel;0.04;Deux roues
2007;PCDD-F;Diesel;0.04;Deux roues
2008;PCDD-F;Diesel;0.04;Deux roues
2009;PCDD-F;Diesel;0.05;Deux roues
1990;SO2;Diesel;0.0;Deux roues
1991;SO2;Diesel;0.0;Deux roues
1992;SO2;Diesel;0.009000000000000001;Deux roues
1993;SO2;Diesel;0.024;Deux roues
1994;SO2;Diesel;0.033;Deux roues
1995;SO2;Diesel;0.032;Deux roues
1996;SO2;Diesel;0.032;Deux roues
1997;SO2;Diesel;0.012;Deux roues
1998;SO2;Diesel;0.013000000000000001;Deux roues
1999;SO2;Diesel;0.012;Deux roues
2000;SO2;Diesel;0.01;Deux roues
2001;SO2;Diesel;0.011000000000000001;Deux roues
2002;SO2;Diesel;0.011000000000000001;Deux roues
2003;SO2;Diesel;0.011000000000000001;Deux roues
2004;SO2;Diesel;0.011000000000000001;Deux roues
2005;SO2;Diesel;0.002;Deux roues
2006;SO2;Diesel;0.002;Deux roues
2007;SO2;Diesel;0.002;Deux roues
2008;SO2;Diesel;0.002;Deux roues
2009;SO2;Diesel;0.0;Deux roues
1990;Ni;Diesel;0.0;Deux roues
1991;Ni;Diesel;0.0;Deux roues
1992;Ni;Diesel;0.0;Deux roues
1993;Ni;Diesel;0.0;Deux roues
1994;Ni;Diesel;0.0;Deux roues
1995;Ni;Diesel;0.0;Deux roues
1996;Ni;Diesel;0.0;Deux roues
1997;Ni;Diesel;0.0;Deux roues
1998;Ni;Diesel;0.0;Deux roues
1999;Ni;Diesel;0.0;Deux roues
2000;Ni;Diesel;0.0;Deux roues
2001;Ni;Diesel;0.0;Deux roues
2002;Ni;Diesel;0.0;Deux roues
2003;Ni;Diesel;0.0;Deux roues
2004;Ni;Diesel;0.0;Deux roues
2005;Ni;Diesel;0.0;Deux roues
2006;Ni;Diesel;0.0;Deux roues
2007;Ni;Diesel;0.0;Deux roues
2008;Ni;Diesel;0.0;Deux roues
2009;Ni;Diesel;0.0;Deux roues
1990;benzène;Diesel;0.0;Deux roues
1991;benzène;Diesel;0.0;Deux roues
1992;benzène;Diesel;0.0;Deux roues
1993;benzène;Diesel;0.0;Deux roues
1994;benzène;Diesel;0.0;Deux roues
